url,toc_title,title,display_title,description,summary,updated_at,ms_topic,sub_skill_type,confidence,has_expert_knowledge,classification_reason,change_type
https://learn.microsoft.com/en-us/azure/data-manager-for-agri/how-to-create-azure-support-request,Create an Azure support request,How to create an Azure support request for Azure Data Manager for Agriculture resource,,Customers who need assistance can use the Azure portal to find self-service solutions and to create and manage support requests for Azure Data Manager for Agriculture resource.,"Azure enables you to create and manage support requests, also known as support tickets. You can create and manage requests in theAzure portal, which is covered in theCreate an Azure support requestarticle. You can also create and manage requests programmatically, using theAzure support ticket REST API, or by usingAzure CLI.",2023-07-03T17:06:00.000Z,how-to,,0.2,False,Generic guidance on creating Azure support requests; not specific to this product’s technical behavior or configuration.,unchanged
https://learn.microsoft.com/en-us/azure/data-manager-for-agri/how-to-ingest-and-egress-farm-operations-data,Ingest and egress Farm Machinery data,Working with Farm Activities and in-field activity data in Azure Data Manager for Agriculture,Configure farm activities ingestion jobs in Azure Data Manager for Agriculture,Learn how to manage Farm Activities data with manual and auto sync data ingestion jobs,"Users can create a farm operation data ingestion job topull associated Farm Activities activity datafrom a specified data provider into your Azure Data Manager for Agriculture instance, associated with a specific party. The job handles any required auth refresh, and by default detects and syncs any changes daily. In some cases, the job will alsopull farm and fieldinformation associated with the given account into the party. Note Before creating Farm Activities job, it is mandatory to successfull",2023-09-05T11:21:00.000Z,how-to,integrations,0.75,True,Describes creating ingestion jobs with default daily sync and provider selection; likely includes job configuration parameters and options unique to this product.,unchanged
https://learn.microsoft.com/en-us/azure/data-manager-for-agri/how-to-integrate-with-farm-ops-data-provider,Integrate with Farm Machinery data provider,How to integrate with Farm Activities data provider,Integrate Azure Data Manager for Agriculture with farm activities data providers,Learn how to integrate with Farm Activities data provider,"Azure Data Manager for Agriculture supports connectors to conveniently sync your end-users' data from a range of farm machinery data sources. The setup involvesConfiguring oAuth flow as a pre-requisite for integrating with any Farm Activities data provider, along with a per-account, transparent consent step that handles initial and incremental data sync to keep the ADMA data estate up to date. Note Steps 1 to 3 are part of the one-time-per-provider initial configuration. Once integrated, you wil",2023-08-22T11:14:00.000Z,how-to,integrations,0.8,True,"Details OAuth flow configuration and consent steps for specific providers; implies provider-specific endpoints and parameters, fitting integrations.",unchanged
https://learn.microsoft.com/en-us/azure/data-manager-for-agri/how-to-set-up-audit-logs,Set up audit logs,Enable logging for Azure Data Manager for Agriculture,Enable and configure diagnostic logging for Azure Data Manager for Agriculture,Learn how enable logging and debugging in Azure Data Manager for Agriculture,"After you create a Data Manager for Agriculture resource instance, you can monitor how and when your resources are accessed, and by whom. You can also debug reasons for failure for data-plane requests. To do this, you need to enable logging for Azure Data Manager for Agriculture. You can then save log information at a destination such as a storage account, event hub or a log analytics workspace, that you provide. This article provides you with the steps to set up logging for Azure Data Manager f",2023-04-10T08:00:00.000Z,how-to,configuration,0.75,True,"Describes enabling logging and destinations; likely includes specific diagnostic settings, categories, and parameters unique to this service.",unchanged
https://learn.microsoft.com/en-us/azure/data-manager-for-agri/how-to-set-up-isv-solution,Use ISV solutions,Use ISV solutions with Data Manager for Agriculture.,Install and use ISV solutions with Azure Data Manager for Agriculture APIs,Learn how to use APIs from an industry solution provider.,Follow the following guidelines to install and use an ISV solution.,2024-05-23T08:00:00.000Z,how-to,integrations,0.65,True,Guidelines to install and use ISV solutions via APIs; likely includes API endpoints and parameters specific to ISV integration.,unchanged
https://learn.microsoft.com/en-us/azure/data-manager-for-agri/how-to-set-up-private-links,Set up private links,Creating a private endpoint for Azure Data Manager for Agriculture,Create private endpoints for Azure Data Manager for Agriculture with Azure Private Link,Learn how to use private links in Azure Data Manager for Agriculture,"Azure Private Linkprovides private connectivity from a virtual network to Azure platform as a service (PaaS). It simplifies the network architecture and secures the connection between endpoints in Azure by eliminating data exposure to the public internet. By using Azure Private Link, you can connect to an Azure Data Manager for Agriculture service from your virtual network via a private endpoint, which is a set of private IP addresses in a subnet within the virtual network. You can then limit ac",2023-03-31T00:00:00.000Z,how-to,security,0.8,True,"Private endpoint setup is security/network configuration; likely includes specific resource types, subresource names, and required settings.",unchanged
https://learn.microsoft.com/en-us/azure/data-manager-for-agri/how-to-set-up-sensor-as-customer-and-partner,Push and consume sensor data,Push and consume sensor data in Data Manager for Agriculture,Push and consume sensor data as provider and customer in Azure Data Manager for Agriculture,Learn how to push sensor data as a provider and egress it as a customer,Follow the below steps to register as a sensor partner so that you can start pushing your data into your Data Manager for Agriculture instance.,2023-07-14T16:58:00.000Z,how-to,integrations,0.8,True,Covers both provider registration and data egress; implies detailed API usage and configuration parameters unique to sensor data flows.,unchanged
https://learn.microsoft.com/en-us/azure/data-manager-for-agri/how-to-set-up-sensors-customer,Set up sensors as a customer,How to set up a sensor in Azure Data Manager for Agriculture,Set up sensors as a customer in Azure Data Manager for Agriculture,Provides step by step guidance to integrate Sensor as a customer,Follow the steps to integrate with a sensor partner to enable the partner to start pushing the data into your Data Manager for Agriculture instance.,2023-10-11T05:36:00.000Z,how-to,integrations,0.75,True,"Step-by-step sensor integration; likely includes configuration of endpoints, IDs, and telemetry formats specific to this service.",unchanged
https://learn.microsoft.com/en-us/azure/data-manager-for-agri/how-to-set-up-sensors-partner,Set up sensors as a partner,Sensor partner integration in Azure Data Manager for Agriculture,Onboard sensor partners and configure IoT Hub ingestion for Azure Data Manager for Agriculture,Provides guidance to set up your sensors as a partner,"This document talks about the onboarding steps that a partner needs to take to  integrate with Data Manager for Agriculture. It presents an overview of the APIs used to create models & list sensor,  telemetry format to push the data and finally the IOTHub based data ingestion.",2024-05-23T08:00:00.000Z,how-to,integrations,0.8,True,"Describes APIs to create models, list sensors, telemetry format, and IoT Hub ingestion; clearly product-specific integration and configuration details.",unchanged
https://learn.microsoft.com/en-us/azure/data-manager-for-agri/how-to-use-events,Using events,Azure Data Manager for Agriculture events with Azure Event Grid.,Configure Azure Event Grid event schemas for Azure Data Manager for Agriculture,Learn about properties that are provided for Azure Data Manager for Agriculture events with Azure Event Grid.,"This article provides the properties and schema for Azure Data Manager for Agriculture events. For an introduction to event schemas, seeAzure Event Gridevent schema.",2023-04-19T11:27:00.000Z,how-to,configuration,0.8,True,Provides properties and schema for events; event schema fields and types are product-specific configuration details.,unchanged
https://learn.microsoft.com/en-us/azure/data-manager-for-agri/how-to-use-nutrient-apis,Use tissue sampling APIs,Use plant tissue nutrients APIs in Azure Data Manager for Agriculture,Use plant tissue nutrient APIs in Azure Data Manager for Agriculture,Learn how to store nutrient data in Azure Data Manager for Agriculture,Analyzing the nutrient composition of the crop is vital to ensure good harvest. Issue diagnosis or preventive measure selection is based on nutrient analysis. The grower takes samples from different parts of the farm and sends them to the lab for analysis. The lab report covers macro and micro nutrients in its analysis and corrective measures are suggested.,2023-08-22T11:14:00.000Z,how-to,integrations,0.65,True,API-focused page for storing nutrient data; likely includes request/response schemas and parameters unique to this product.,unchanged
https://learn.microsoft.com/en-us/azure/data-manager-for-agri/overview-azure-data-manager-for-agriculture,What is Azure Data Manager for Agriculture Preview?,What is Microsoft Azure Data Manager for Agriculture?,,About Azure Data Manager for Agriculture,"Important Microsoft Azure Data Manager for Agriculture (Preview) will be retired on September 1, 2025. If you are actively using Azure Data Manager for Agriculture (Preview), we recommend that you pause new development and begin transition planning as soon as possible.This preview no longer receives functional or security updates. Microsoft doesn't retain copies of your data. Extract your data as soon as possible; Microsoft will delete it 30 days after the retirement date. Thank you for engaging",2025-04-11T17:03:00.000Z,overview,,0.2,False,"High-level product overview and retirement notice; no detailed limits, configuration parameters, or error mappings.",unchanged
https://learn.microsoft.com/en-us/azure/data-manager-for-agri/quickstart-install-data-manager-for-agriculture,Quickstart install Azure Data Manager for Agriculture Preview,How to install Azure Data Manager for Agriculture,,Provides step by step guidance to install Data Manager for Agriculture,"Use this document to get started with the steps to install Data Manager for Agriculture. Make sure that  your Azure subscription ID is in our allowlist. Microsoft Azure Data Manager for Agriculture requires registration and is available to only approved customers and partners during the preview period. To request access to Azure Data Manager for Agriculture during the preview period, use thisform. Important Microsoft Azure Data Manager for Agriculture (Preview) will be retired on September 1, 20",2025-04-11T17:03:00.000Z,quickstart,,0.4,False,"Step-by-step installation quickstart; no indication of configuration tables, limits, or specialized patterns beyond generic setup.",unchanged
https://learn.microsoft.com/en-us/azure/data-manager-for-agri/reference-sdk,Overview,Azure Data Manager for Agriculture SDK overview,,Learn how to install Azure Data Manager for Agriculture SDKs,"On this page, you can access the download links for the Azure Data Manager for Agriculture SDKs, which are offered in a range of popular programming languages.",2023-08-09T16:51:00.000Z,how-to,,0.4,False,SDK overview and download links; likely does not contain detailed configuration tables or API parameter references beyond generic installation.,unchanged
https://learn.microsoft.com/en-us/azure/data-manager-for-agri/release-notes,Release notes,Release notes for Microsoft Azure Data Manager for Agriculture Preview,,"This article provides release notes for Azure Data Manager for Agriculture Preview releases, improvements, bug fixes, and known issues.","Important Microsoft Azure Data Manager for Agriculture (Preview) will be retired on September 1, 2025. If you are actively using Azure Data Manager for Agriculture (Preview), we recommend that you pause new development and begin transition planning as soon as possible.This preview no longer receives functional or security updates. Microsoft doesn't retain copies of your data. Extract your data as soon as possible; Microsoft will delete it 30 days after the retirement date. Thank you for engaging",2025-08-25T17:10:00.000Z,conceptual,,0.3,False,Release notes and known issues summary; likely version history but not structured troubleshooting guidance with specific error codes or config matrices.,unchanged
https://learn.microsoft.com/en-us/azure/data-manager-for-agri/sample-events,Sample events,Sample events for Microsoft Azure Data Manager for Agriculture Preview based on Azure Event Grid,Review sample Azure Event Grid events for Azure Data Manager for Agriculture,This article provides samples of Azure Data Manager for Agriculture Preview events.,This article provides the Azure Data Manager for Agriculture events samples. To learn more about our event properties that are provided with Azure Event Grid see ourhow to use eventspage. The event samples given on this page represent an event notification.,2023-04-19T11:27:00.000Z,concept-article,configuration,0.75,True,Provides concrete event samples; event payload structure and field values are product-specific configuration/reference data.,unchanged
