url,toc_title,title,display_title,description,summary,updated_at,ms_topic,sub_skill_type,confidence,has_expert_knowledge,classification_reason,change_type
https://learn.microsoft.com/en-us/azure/digital-twins/concepts-ontologies,What is an ontology?,What is an ontology? - Azure Digital Twins,,"Learn about digital twin ontologies, how they're used in Azure Digital Twins, and how these DTDL ontologies can be used for modeling in the context of certain industries.","This article describes the concept of industry ontologies and how they can be used within the context of Azure Digital Twins. Note The concept of ontologies as it's used in this article is different fromFabric ontology, a Fabric item for defining an enterprise vocabulary. The vocabulary of an Azure Digital Twins solution is defined usingmodels, which describe the types of entities that exist in your environment. Anontologyis a set of models that comprehensively describe a given domain, like manu",2025-12-12T08:00:00.000Z,concept-article,,0.2,False,"Conceptual article on ontologies and their use; no indication of numeric thresholds, config parameters, or error codes.",unchanged
https://learn.microsoft.com/en-us/azure/digital-twins/concepts-ontologies-adopt,Adopting DTDL-based industry ontologies,Adopting DTDL-based industry ontologies - Azure Digital Twins,Choose DTDL-based industry ontologies for Digital Twins,Learn about existing industry ontologies that you can adopt for Azure Digital Twins,Microsoft partnered with domain experts to create DTDL model sets based on industry standards. These model sets help minimize reinvention and simplify solutions. This article presents the DTDL industry ontologies that are currently available.,2025-03-07T23:05:00.000Z,concept-article,decision-making,0.6,True,"Guidance on adopting existing industry ontologies; likely compares available model sets and when to use them, which is selection guidance specific to this product.",unchanged
https://learn.microsoft.com/en-us/azure/digital-twins/concepts-ontologies-convert,Converting ontologies,Converting ontologies - Azure Digital Twins,Convert RDF/OWL ontologies to DTDL models,Understand the process of converting industry-standard models into DTDL for Azure Digital Twins,"Mostontologiesare based on semantic web standards such asOWL,RDF, andRDFS. To use a model with Azure Digital Twins, it must be in DTDL format. This article describes general design guidance in the form of a conversion pattern for converting RDF-based models to DTDL so that they can be used with Azure Digital Twins. The article also containssample converter codefor RDF and OWL converters, which can be extended for other schemas in the building industry. Although the examples in this article are b",2025-01-27T08:00:00.000Z,concept-article,best-practices,0.7,True,Provides a conversion pattern and sample converter code for RDF/OWL to DTDL; contains concrete design guidance and code patterns unique to this integration.,unchanged
https://learn.microsoft.com/en-us/azure/digital-twins/concepts-ontologies-extend,Extending ontologies,Extending ontologies - Azure Digital Twins,Extend DTDL ontologies for Azure Digital Twins,Learn about the reasons and strategies behind extending an ontology,"This article uses theDTDL-based RealEstateCore ontology for smart buildingsas the basis for examples of extending ontologies with new DTDL properties. The techniques described here are general and can be applied to any part of a DTDL-based ontology with any Azure Digital Twins-compatible DTDL capability (Property, Relationship, Component). Microsoft'sindustry-standard ontologies, such as the DTDL-basedRealEstateCoreontology, are a great way to start building your IoT solution. Industry ontologie",2025-01-27T08:00:00.000Z,concept-article,best-practices,0.65,True,Describes reasons and strategies for extending ontologies with concrete DTDL patterns; product-specific modeling patterns and gotchas qualify as best practices.,unchanged
https://learn.microsoft.com/en-us/azure/digital-twins/concepts-query-language,Query language,Query language - Azure Digital Twins,Use Azure Digital Twins query language,Learn about the basics of the Azure Digital Twins query language.,"This article describes the basics of the query language and its capabilities. Recall that the center of Azure Digital Twins is thetwin graph, constructed from digital twins and relationships. This graph can be queried to get information about the digital twins and relationships it contains. These queries are written in a custom SQL-like query language, referred to as theAzure Digital Twins query language. This language is similar to theIoT Hub query languagewith many comparable features. For mor",2025-01-28T12:10:00.000Z,concept-article,integrations,0.6,True,"Custom query language for this service; likely includes syntax, operators, and query capabilities that are product-specific API semantics.",unchanged
https://learn.microsoft.com/en-us/azure/digital-twins/concepts-query-units,Query Units,Query Units in Azure Digital Twins - Azure Digital Twins,Understand Query Unit consumption in Digital Twins,Learn about the billing concept of Query Units in Azure Digital Twins,"This article covers Query Units, how they're used by Azure Digital Twins, and how to find the Query Unit consumption in Azure Digital Twins. An Azure Digital TwinsQuery Unit (QU)is a unit of on-demand computation that's used to execute yourAzure Digital Twins queriesusing theQuery API. It abstracts away the system resources like CPU, IOPS, and memory that are required to perform query operations supported by Azure Digital Twins, allowing you to track usage in Query Units instead. The amount of Q",2025-04-15T17:03:00.000Z,concept-article,limits-quotas,0.8,True,"Billing and usage article for Query Units; typically includes per-query or per-operation QU costs and possibly thresholds, which are numeric limits/quotas.",unchanged
https://learn.microsoft.com/en-us/azure/digital-twins/concepts-route-events,Endpoints and event routes,Endpoints and event routes - Azure Digital Twins,Configure endpoints and event routes in Digital Twins,"Learn how to route Azure Digital Twins events, both within the service and externally to other Azure services.","This article describes the process that Azure Digital Twins uses to send event data, both for routing events internally within Azure Digital Twins, and for sending event data externally to downstream services or connected compute resources outside the service. Routingevent notificationsfrom Azure Digital Twins is a two-step process: createendpoints, then createevent routesto send data to those endpoints. This article goes into more detail on each of these concepts. It also explains what happens ",2025-01-27T08:00:00.000Z,concept-article,configuration,0.7,True,Describes how to create endpoints and event routes and what happens to events; typically includes setting names and allowed values for routing configuration.,unchanged
https://learn.microsoft.com/en-us/azure/digital-twins/concepts-security,Security for Azure Digital Twins solutions,Security for Azure Digital Twins solutions - Azure Digital Twins,Apply security best practices to Azure Digital Twins,Learn about Azure Digital Twins security best practices.,"This article explains Azure Digital Twins security best practices. It covers roles and permissions, managed identity, private network access with Azure Private Link, service tags, encryption of data at rest, and Cross-Origin Resource Sharing (CORS). For security, Azure Digital Twins enables precise access control over specific data, resources, and actions in your deployment. It does so through a granular role and permission management strategy calledAzure role-based access control (Azure RBAC). ",2025-01-27T08:00:00.000Z,concept-article,security,0.8,True,"Security-focused article covering Azure RBAC roles/permissions, managed identity, Private Link, service tags, encryption, and CORS; includes product-specific security configurations.",unchanged
https://learn.microsoft.com/en-us/azure/digital-twins/concepts-twins-graph,Digital twins and the twin graph,Digital twins and the twin graph - Azure Digital Twins,,"Learn about digital twins, and how their relationships form a digital twin graph.","This article describes what digital twins are in the context of Azure Digital Twins, and how relationships between them can form a twin graph. In an Azure Digital Twins solution, the entities in your environment are represented bydigital twins. A digital twin is an instance of one of your custom-definedmodels. It can be connected to other digital twins viarelationshipsto form atwin graph: this twin graph is the representation of your entire environment. Tip ""Azure Digital Twins"" refers to this A",2025-01-27T08:00:00.000Z,concept-article,,0.25,False,"Conceptual explanation of digital twins and twin graphs; no detailed configuration, limits, or troubleshooting content indicated.",unchanged
https://learn.microsoft.com/en-us/azure/digital-twins/how-to-authenticate-client,Write app authentication code,Write app authentication code - Azure Digital Twins,Implement client authentication for Azure Digital Twins,Learn how to write authentication code in a client application,"After youset up an Azure Digital Twins instance and authentication, you can create a client application to interact with the instance. This article explains how towrite code in that client app to authenticate itagainst the Azure Digital Twins instance. Azure Digital Twins authenticates usingMicrosoft Entra Security Tokens based on OAUTH 2.0. To authenticate your SDK, get a bearer token with the right permissions to Azure Digital Twins, and pass it along with your API calls. This article describe",2025-03-19T22:09:00.000Z,how-to,security,0.72,True,"How-to for writing auth code against Azure Digital Twins using Entra/OAuth tokens; likely includes product-specific scopes, endpoints, and SDK auth patterns that qualify as security configuration details.",unchanged
https://learn.microsoft.com/en-us/azure/digital-twins/how-to-create-app-registration,Create an app registration with Azure Digital Twins access,Create an app registration with Azure Digital Twins access - Azure Digital Twins,Create Entra app registration for Azure Digital Twins,Create a Microsoft Entra app registration that can access Azure Digital Twins resources.,"This article describes how to create aMicrosoft Entra IDapp registrationthat can access Azure Digital Twins. This article includes steps for theAzure portaland theAzure CLI. When working with Azure Digital Twins, it's common to interact with your instance through client applications. Those applications need to authenticate with Azure Digital Twins, and some of theauthentication mechanismsthat apps can use involve an app registration. The app registration isn't required for all authentication sce",2025-03-11T05:32:00.000Z,how-to,security,0.7,True,"Step-by-step creation of an app registration with Azure Digital Twins access; expected to list specific permission names, roles, and configuration fields, which are product-specific security settings.",unchanged
https://learn.microsoft.com/en-us/azure/digital-twins/how-to-create-data-history-connection,Create a data history connection,Create a data history connection - Azure Digital Twins,Set up Azure Digital Twins data history connection,See how to set up a data history connection for historizing Azure Digital Twins updates into Azure Data Explorer.,"Data historyis an Azure Digital Twins feature for automatically historizing graph updates toAzure Data Explorer. This data can be queried using theAzure Digital Twins query plugin for Azure Data Explorerto gain insights about your environment over time. This article shows how to set up a working data history connection between Azure Digital Twins and Azure Data Explorer. It uses theAzure CLIand theAzure portalto set up and connect the required data history resources, including: It also contains ",2025-03-07T08:00:00.000Z,how-to,configuration,0.7,True,"Describes configuring data history to Azure Data Explorer; likely includes specific resource properties, connection settings, and CLI parameters, which are configuration details.",unchanged
https://learn.microsoft.com/en-us/azure/digital-twins/how-to-create-endpoints,Create endpoints,Create endpoints - Azure Digital Twins,Configure Azure Digital Twins event endpoints,Learn how to set up endpoints for Azure Digital Twins data,"This article explains how to create anendpointfor Azure Digital Twin events using theAzure portalor theAzure CLI. You can also manage endpoints with theDigitalTwinsEndpoint control plane APIs. Routingevent notificationsfrom Azure Digital Twins to downstream services or connected compute resources is a two-step process: create endpoints, then create event routes that send data to those endpoints. This article covers the first step, setting up endpoints that can receive the events. Later, you canc",2025-06-19T22:03:00.000Z,how-to,configuration,0.7,True,"How-to for creating endpoints via portal/CLI/APIs; expected to include endpoint types, required properties, and parameter names/values, which are concrete configuration options.",unchanged
https://learn.microsoft.com/en-us/azure/digital-twins/how-to-create-routes,Create routes and filters,Create routes and filters - Azure Digital Twins,Configure event routes and filters in Azure Digital Twins,Learn how to set up event routes and event filters to Azure Digital Twins endpoints,"This article walks you through the process of creatingevent routesusing theAzure portal,Azure CLI az dt route commands,Event Routes data plane APIs, and the.NET (C#) SDK. Routingevent notificationsfrom Azure Digital Twins to downstream services or connected compute resources is a two-step process: create endpoints, then create event routes to send data to those endpoints. This article covers the second step, setting up routes to control which events are delivered to which Azure Digital Twin endp",2025-04-17T08:00:00.000Z,how-to,configuration,0.7,True,"Covers creating routes and filters via portal, CLI, APIs, and SDK; likely lists route properties, filter syntax, and required settings, which are detailed configuration parameters.",unchanged
https://learn.microsoft.com/en-us/azure/digital-twins/how-to-enable-private-link,Enable private access with Private Link,Enable private access to Azure Digital Twins - Azure Digital Twins,Enable Private Link for Azure Digital Twins,"Learn how to enable private access to your Azure Digital Twins solutions, using Azure Private Link.","By using Azure Digital Twins together withAzure Private Link, you can enable private endpoints for your Azure Digital Twins instance, to eliminate public exposure and allow clients located in your virtual network to securely access the instance over Private Link. For more information about this security strategy for Azure Digital Twins, seePrivate Link with a private endpoint for an Azure Digital Twins instance. Here are the processes that are covered in this article:",2025-06-19T22:03:00.000Z,how-to,security,0.8,True,How-to for configuring private endpoints and Private Link; includes network/security settings and scopes specific to this service.,unchanged
https://learn.microsoft.com/en-us/azure/digital-twins/how-to-ingest-iot-hub-data,Ingest telemetry from IoT Hub,Ingest telemetry from IoT Hub - Azure Digital Twins,Ingest IoT Hub telemetry into Azure Digital Twins,Learn how to ingest device telemetry messages from Azure IoT Hub to digital twins in an instance of Azure Digital Twins.,"This guide walks through the process of writing a function that can ingest device telemetry from IoT Hub and send it to an instance of Azure Digital Twins. Azure Digital Twins is driven with data from IoT devices and other sources. A common source for device data to use in Azure Digital Twins isIoT Hub. The process for ingesting data into Azure Digital Twins is to set up an external compute resource, such as a function that's made by usingAzure Functions. The function receives the data and uses ",2025-04-18T11:09:00.000Z,how-to,integrations,0.68,True,"Describes wiring IoT Hub to Azure Digital Twins via Azure Functions; likely includes binding configuration, connection settings, and SDK/API usage specific to this integration.",unchanged
https://learn.microsoft.com/en-us/azure/digital-twins/how-to-manage-graph,Manage the twin graph and relationships,Manage the twin graph and relationships - Azure Digital Twins,Manage Azure Digital Twins graphs and relationships,Learn how to manage a graph of digital twins by connecting them with relationships.,"The heart of Azure Digital Twins is thetwin graphrepresenting your whole environment. The twin graph is made of individual digital twins connected viarelationships. This article focuses on managing relationships and the graph as a whole; to work with individual digital twins, seeManage digital twins. Once you have a workingAzure Digital Twins instanceand set upauthenticationcode in your client app, you can create, modify, and delete digital twins and their relationships in an Azure Digital Twins",2025-03-10T08:00:00.000Z,how-to,configuration,0.75,True,Focuses on managing relationships and the graph; uses product-specific APIs/SDKs and patterns for graph operations.,unchanged
https://learn.microsoft.com/en-us/azure/digital-twins/how-to-manage-model,Manage DTDL models,Manage DTDL models - Azure Digital Twins,Manage DTDL models in Azure Digital Twins,"Learn how to manage DTDL models within Azure Digital Twins, including how to create, edit, and delete them.","This article describes how to manage themodelsin your Azure Digital Twins instance. Management operations include upload, validation, retrieval, and deletion of models.",2025-03-03T08:00:00.000Z,how-to,configuration,0.7,True,"Covers upload, validation, retrieval, and deletion of models; uses specific API/SDK operations and parameters for model management.",unchanged
https://learn.microsoft.com/en-us/azure/digital-twins/how-to-manage-twin,Manage digital twins,Manage digital twins - Azure Digital Twins,Manage individual digital twins via APIs/SDKs,"See how to retrieve, update, and delete individual twins and relationships.","Entities in your environment are represented bydigital twins. Managing your digital twins might include creation, modification, and removal. This article focuses on managing digital twins; to work with relationships and thetwin graphas a whole, seeManage the twin graph and relationships. Tip All SDK functions come in synchronous and asynchronous versions.",2025-03-04T08:00:00.000Z,how-to,configuration,0.75,True,"Shows how to retrieve, update, and delete twins and relationships; includes specific API/SDK calls and payload structures unique to this service.",unchanged
https://learn.microsoft.com/en-us/azure/digital-twins/how-to-monitor,Monitor your instance,Monitor your instance - Azure Digital Twins,"Configure monitoring, metrics, and logs for Azure Digital Twins","Monitor Azure Digital Twins instances with metrics, alerts, and diagnostics.","Azure Digital Twins integrates withAzure Monitorto provide metrics and diagnostic information that you can use to monitor your Azure Digital Twins resources.Metricsare enabled by default, and give you information about the state of Azure Digital Twins resources in your Azure subscription.Alertscan proactively notify you when certain conditions are found in your metrics data. You can also collectdiagnostic logsfor your service instance to monitor its performance, access, and other data. These mon",2025-06-19T22:03:00.000Z,how-to,configuration,0.64,True,"Monitoring integration with Azure Monitor usually includes specific metric names, diagnostic settings, and log categories, which are product-specific configuration options.",unchanged
https://learn.microsoft.com/en-us/azure/digital-twins/how-to-move-regions,Move instance to a different region,Move instance to a different Azure region - Azure Digital Twins,Move an Azure Digital Twins instance across regions,Learn how to move an Azure Digital Twins instance from one Azure region to another.,"This article provides guidance on how to do a complete move of an Azure Digital Twins instance to a different Azure region and copy over everything to make the new instance match the original. If you need to move your Azure Digital Twins instance from one region to another, the current process is to recreate your resources in the new region. Once the resources are recreated in the new region, the original resources are deleted. At the end of this process, you have a new Azure Digital Twins insta",2025-06-19T22:03:00.000Z,how-to,deployment,0.7,True,Guidance for recreating and migrating an instance to another region; describes deployment/migration steps and constraints specific to this service.,unchanged
https://learn.microsoft.com/en-us/azure/digital-twins/how-to-parse-models,Parse and validate models,Parse and validate models - Azure Digital Twins,Parse and validate DTDL models with .NET,Learn how to use the parser library to parse DTDL models.,"This article describes how to parse and validate Azure Digital Twins models using the .NET parser library. Modelsin Azure Digital Twins are defined using the JSON-LD-based Digital Twins Definition language (DTDL). After creating a model, we recommend that you validate your models offline before uploading them to your Azure Digital Twins instance. To help you validate your models, a .NET client-side DTDL parsing library is provided on NuGet:DTDLParser. You can use the parser library directly in y",2025-04-21T17:04:00.000Z,how-to,integrations,0.7,True,"Describes using the DTDLParser NuGet library; includes library types, methods, and usage patterns that are specific to this product’s modeling stack.",unchanged
https://learn.microsoft.com/en-us/azure/digital-twins/how-to-query-graph,Query the twin graph,Query the twin graph - Azure Digital Twins,Query Azure Digital Twins graphs with examples,See how to query the Azure Digital Twins twin graph for information.,"This article offers query examples and instructions for using theAzure Digital Twins query languageto query yourtwin graphfor information. (For an introduction to the query language, seeQuery language.) The article contains sample queries that illustrate the query language structure and common query operations for digital twins. It also describes how to run your queries after you write them, using theAzure Digital Twins Query APIor anSDK. Note If you run the following sample queries with an API ",2025-03-07T23:05:00.000Z,how-to,integrations,0.75,True,Provides concrete query examples and shows how to run them via Query API or SDK; includes product-specific query syntax and API usage.,unchanged
https://learn.microsoft.com/en-us/azure/digital-twins/how-to-send-twin-to-twin-events,Set up twin-to-twin event handling,Set up twin-to-twin event handling - Azure Digital Twins,Set up twin-to-twin event propagation with Azure Functions,Learn how to create a function in Azure for propagating events through the twin graph.,"This article shows how to send events from twin to twin, so that when one digital twin in the graph is updated, related twins in the graph affected by this information can also update. This event handling helps you create a fully connected Azure Digital Twins graph, where data that arrives into Azure Digital Twins from external sources like IoT Hub is propagated through the entire graph. To set up this twin-to-twin event handling, you create anAzure functionthat watches for twin life-cycle event",2025-03-10T08:00:00.000Z,how-to,integrations,0.75,True,Creates an Azure Function to handle twin lifecycle events and propagate updates; includes event schema and function bindings specific to Digital Twins.,unchanged
https://learn.microsoft.com/en-us/azure/digital-twins/how-to-set-up-instance-cli,CLI,Set up an instance and authentication (CLI) - Azure Digital Twins,Provision and secure Digital Twins via CLI,See how to set up an instance of the Azure Digital Twins service using the CLI,"This article covers the steps to set up a new Azure Digital Twins instance, including creating the instance and setting up authentication. After completing this article, you'll have an Azure Digital Twins instance ready to start programming against. Full setup for a new Azure Digital Twins instance consists of two parts: Important To complete this full article and set up a usable instance, you need permissions to manage both resources and user access on the Azure subscription. Anyone who's able ",2025-04-21T08:00:00.000Z,how-to,configuration,0.75,True,Covers instance creation and auth using CLI; includes concrete command parameters and identity configuration unique to Azure Digital Twins.,unchanged
https://learn.microsoft.com/en-us/azure/digital-twins/how-to-set-up-instance-portal,Portal,Set up an instance and authentication (portal) - Azure Digital Twins,Set up an Azure Digital Twins instance in portal,See how to set up an instance of the Azure Digital Twins service using the Azure portal,"This article covers the steps to set up a new Azure Digital Twins instance, including creating the instance and setting up authentication. After completing this article, you'll have an Azure Digital Twins instance ready to start programming against. This version of this article goes through these steps manually, one by one, using the Azure portal. The Azure portal is a web-based, unified console that provides an alternative to command-line tools. Full setup for a new Azure Digital Twins instance",2025-02-12T23:02:00.000Z,how-to,configuration,0.7,True,"Instance setup and authentication via portal; likely includes specific fields, options, and identity configuration required for this service.",unchanged
https://learn.microsoft.com/en-us/azure/digital-twins/how-to-use-3d-scenes-studio,Use 3D Scenes Studio,Use 3D Scenes Studio (preview) - Azure Digital Twins,Use 3D Scenes Studio features with Digital Twins,Learn how to use all the features of 3D Scenes Studio (preview) for Azure Digital Twins.,"Azure Digital Twins3D Scenes Studio (preview)is an immersive 3D environment, where business and frontline workers can consume and investigate operational data from their Azure Digital Twins solutions with visual context.",2025-08-26T08:00:00.000Z,how-to,configuration,0.65,True,"How-to for 3D Scenes Studio; likely includes scene configuration, element/behavior settings, and bindings to Digital Twins data.",unchanged
https://learn.microsoft.com/en-us/azure/digital-twins/how-to-use-apis,Call Azure Digital Twins APIs,Call the Azure Digital Twins APIs - Azure Digital Twins,Call Azure Digital Twins REST APIs using .http files,Learn how to use Visual Studio .http support to make requests to the Azure Digital Twins APIs. This article shows you how to use both the control and data plane APIs.,"Visual Studio 2022has support for.httpfiles, which can be used to structure, store, and directly send HTTP requests from the application. Using this functionality of Visual Studio is one way to craft HTTP requests and submit them to theAzure Digital Twins REST APIs. This article describes how to set up an.httpfile in Visual Studio that can interface with the Azure Digital Twins APIs. This article contains information about the following steps: Azure Digital Twins has two sets of APIs that you ca",2025-03-11T05:32:00.000Z,how-to,integrations,0.7,True,"Shows how to structure HTTP requests for control and data plane APIs; includes endpoint URLs, headers, and payloads unique to this service.",unchanged
https://learn.microsoft.com/en-us/azure/digital-twins/how-to-use-azure-digital-twins-explorer,Use Azure Digital Twins Explorer,Use Azure Digital Twins Explorer (preview) - Azure Digital Twins,Operate Azure Digital Twins Explorer features,Learn how to use all the features of Azure Digital Twins Explorer (preview),"Azure Digital Twins Explorer (preview)is a tool for visualizing and working with Azure Digital Twins. This article describes the features of Azure Digital Twins Explorer, and how to use them to manage the data in your Azure Digital Twins instance. You can interact with the Azure Digital Twins Explorer using screen selections orkeyboard shortcuts.",2025-03-06T23:16:00.000Z,how-to,configuration,0.7,True,"How-to article for Explorer; likely details specific UI actions, keyboard shortcuts, and behaviors tied to Digital Twins data operations.",unchanged
https://learn.microsoft.com/en-us/azure/digital-twins/how-to-use-power-platform-logic-apps-connector,Integrate with Power Platform and Logic Apps,Integrate with Power Platform and Logic Apps - Azure Digital Twins,Use Power Platform connector with Azure Digital Twins,Learn how to connect Power Platform and Logic Apps to Azure Digital Twins using the connector,"You can integrate Azure Digital Twins into aMicrosoft Power PlatformorAzure Logic Appsflow, using theAzure Digital Twins Power Platform connector. The connector is a wrapper around the Azure Digital Twinsdata plane APIsfor twin, model, and query operations, which allows the underlying service to talk toMicrosoft Power Automate,Microsoft Power Apps, andAzure Logic Apps. The connector provides a way for users to connect their accounts and apply a set of prebuilt actions to build their apps and wor",2025-03-14T22:03:00.000Z,how-to,integrations,0.65,True,"Connector wraps Digital Twins data plane APIs; documentation typically lists connector actions, parameters, and constraints, which are product-specific integration details.",unchanged
